custom/total_distance,custom/avg_speed,custom/mean_reward,custom/avg_center_dev,custom/routes_completed,custom/total_reward,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/entropy_loss
419.27785903437507,12.572858012809293,-2.0195970364967,0.193618872239225,1.8611111111111112,-2619.4173563362197,,,,,,,,,,,,,,,,
,,,,,,2048,78,1296.0,26,-2619.672356,1,,,,,,,,,,
813.3876635819374,15.97388802588742,-0.7195446717174571,0.15505987643003977,2.1652173913043478,-1530.471516743031,,,,,,,0.00157243013381958,1236.01025390625,0.0075370525,0.2,0.0003,10,-0.009000494683277793,2142.597812652588,0.059375,-0.6834994385018944
,,,,,,4096,156,1711.0,26,-2074.832562,2,,,,,,,,,,
42.710348612974485,2.4212230165529913,-2.8425987470214467,0.03348752615882006,0.8103448275862069,-2751.6355871167602,,,,,,,0.004450738430023193,943.5281982421875,0.019299276,0.2,0.0003,20,-0.02221292733156588,2800.4983180999757,0.229638671875,-0.6463324097916484
